source,address,city,state,zip,beds,baths,sqft,lot_size,year_built,rent,deposit,pets_allowed,property_type,mls_number,listing_url,description,listed_date,scraped_at,photos,lat,lng
redfin,201B 87th St,Virginia Beach,VA,23451,2.0,1.5,1050,,,3300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/201B-87th-St-23451/home/194409660,"Original Beach Cottage for rent. One block from the beach. Located in the quiet North End section of Virginia Beach. A rare find!
Included in rent: All utilities and lawn service",2025-01-24T00:26:57.165765Z,2026-05-23T13:05:03+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.9121634%2C-75.9951226&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=wS5UHwwFWj0ZJ4vP13fze3zitNg=,36.9121634,-75.9951226
redfin,904 Rudee Ave,Virginia Beach,VA,23451,3.0,2.5,1250,,,2990,,,single family,,https://www.redfin.com/VA/Virginia-Beach/904-Rudee-Ave-23451/home/49515201,All brick 3 bedroom remodeled ranch just blocks from the oceanfront and restaurants. Huge back yard with privacy fence. Nice sized storage shed in back yard for bikes etc. Brand new LVP flooring....,2026-05-14T12:44:44.559694Z,2026-05-23T13:05:03+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8363484%2C-75.9851221&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=IsGupt7TaTG4ST0kFs07ZqANEZk=,36.8363484,-75.9851221
redfin,333 N Birdneck Rd,Virginia Beach,VA,23451,2.0,1.0,1036,,,2850,,,single family,,https://www.redfin.com/VA/Virginia-Beach/333-N-Birdneck-Rd-23451/home/49513766,"Beach Life is calling! Updated, beautifully fully furnished 2 BR, 1 bath, cottage style home near the Va. Bch. Conv. Ctr. Less than 2 miles to the oceanfront & Vibe Creative District. Open concept LR...",2026-05-23T13:03:08.840019Z,2026-05-23T13:05:03+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8435224%2C-75.9962782&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=Q-VqQL3HXmJPtg9G1oGR2LSSbbM=,36.8435224,-75.9962782
redfin,531 Terrace Ave,Virginia Beach,VA,23451,3.0,1.0,1026,,,2500,,,single family,,https://www.redfin.com/VA/Virginia-Beach/531-Terrace-Ave-23451/home/49523848,"Wonderful coastal cottage located in the heart of the marina district. Nestle in the Shadowlawn neighborhood and convenientlyclose to shops, restaurants, beach, interstate, and the new surf park and...",2026-05-02T13:09:33.154604Z,2026-05-23T13:05:03+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8329823%2C-75.977884&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=OVN02QoHaiKubJi3szR7lwFloks=,36.8329823,-75.977884
redfin,2416 Arctic Ave,Virginia Beach,VA,23451,3.0,2.0,,,,3250,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2416-Arctic-Ave-23451/home/49524324,"FULLY FURNISHED MONTHLY BEACH RENTAL ! AVAILABLE OCTOBER-MAY Welcome to Fun in The Sun -- a beautifully updated single-family beach home in the heart of the Virginia Beach Oceanfront, just two blocks...",2026-05-15T11:31:21.105241Z,2026-05-23T13:05:03+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8524806%2C-75.9797107&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=QuxGK-x0wIZClSVlLV23yMJ4D5Q=,36.8524806,-75.9797107
redfin,488 S Birdneck Rd,Virginia Beach,VA,23451,3.0,2.0,1664,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/488-S-Birdneck-Rd-23451/home/49532135,"GREAT 3 BEDROOM BIRDNECK RANCH! DRIVEWAY WITH EXTRA PARKING, FENCED IN BACKYARD. CONVENIENT TO BASES, BEACH, INTERSTATE AND RESTAURANTS.",2026-05-02T00:28:03.336721Z,2026-05-23T13:05:03+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8253972%2C-75.997738&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=3ugNladKOFPjdjnOQNokOXAV-Do=,36.8253972,-75.997738
redfin,423 Harbour Pt,Virginia Beach,VA,23451,2.0,2.0,1300,,,2700,,,single family,,https://www.redfin.com/VA/Virginia-Beach/423-Harbour-Pt-23451/home/201541814,"First floor condo in Harbour Point Condo on Rudee Inlet, just a short walk to the beach and easy access attractions. This 2 bed, 2 bath condo has an updated kitchen, new appliances, new flooring,...",2026-04-23T12:26:16.552752Z,2026-05-23T13:05:03+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8295228%2C-75.9749888&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=9pe9BXvboUeWLcfvv8W4wN30J0I=,36.8295228,-75.9749888
redfin,212 Paladin Dr,Virginia Beach,VA,23452,3.0,2.0,1456,,,2800,,,single family,,https://www.redfin.com/VA/Virginia-Beach/212-Paladin-Dr-23452/home/49466631,"Welcome to Virginia Beach! This FURNISHED home offers the perfect combination of style and convenience. Located 12 minutes from the beach, you can enjoy outdoor activities such as fishing, jet skis...",2026-04-21T16:43:48.437612Z,2026-05-23T13:05:05+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.833393%2C-76.093174&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=0GAU2iBxKn41t5M9vu5iHviZATc=,36.833393,-76.093174
redfin,220 S Rosemont Rd,Virginia Beach,VA,23452,4.0,2.0,1350,,,2650,,,single family,,https://www.redfin.com/VA/Virginia-Beach/220-S-Rosemont-Rd-23452/home/49466550,"This fully renovated 4-bed, 2-bath ranch home has new waterproof laminate floors throughout main areas, carpeted bedrooms and a brand-new HVAC system for year-round comfort. The kitchen features...",2026-05-11T10:00:07.026680Z,2026-05-23T13:05:05+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.832828%2C-76.0949047&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=E4p9bIICX_xDFGrpCa3yuoaQlGQ=,36.832828,-76.0949047
redfin,3564 Faraday Ln,Virginia Beach,VA,23452,4.0,2.5,1700,,,2600,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3564-Faraday-Ln-23452/home/49460558,"Welcome to this stunning 4 bedroom, 2.5 bathroom single-family home in Virginia Beach! Built in 2001, this spacious property features a fenced yard, garage, fireplace, and washer/dryer in unit. With...",2026-05-01T12:13:33.486294Z,2026-05-23T13:05:05+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8190511%2C-76.0970111&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=VuiWMOooED2FT9XZZypPUgXrK5g=,36.8190511,-76.0970111
