source,address,city,state,zip,beds,baths,sqft,lot_size,year_built,rent,deposit,pets_allowed,property_type,mls_number,listing_url,description,listed_date,scraped_at,photos,lat,lng
redfin,201B 87th St,Virginia Beach,VA,23451,2.0,1.5,1050,,,3300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/201B-87th-St-23451/home/194409660,"Original Beach Cottage for rent. One block from the beach. Located in the quiet North End section of Virginia Beach. A rare find!
Included in rent: All utilities and lawn service",2025-01-24T00:26:57.165765Z,2026-05-04T13:26:12+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.9121634%2C-75.9951226&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=qjpkp_RO0Dsv0vJGeCqrQakCEc4=,36.9121634,-75.9951226
redfin,531 Terrace Ave,Virginia Beach,VA,23451,3.0,1.0,1026,,,2500,,,single family,,https://www.redfin.com/VA/Virginia-Beach/531-Terrace-Ave-23451/home/49523848,"Wonderful coastal cottage located in the heart of the marina district. Nestle in the Shadowlawn neighborhood and convenientlyclose to shops, restaurants, beach, interstate, and the new surf park and D",2026-05-02T13:09:33.154604Z,2026-05-04T13:26:12+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8329823%2C-75.977884&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=baQ1lsC9yVG3wfkPk3_Aly4q9u4=,36.8329823,-75.977884
redfin,607 16th St,Virginia Beach,VA,23451,3.0,1.5,1400,,,2700,,,single family,,https://www.redfin.com/VA/Virginia-Beach/607-16th-St-23451/home/49516382,"Adorable beach bungalow located in the heart of the VIBE District, just 1/2 mile to boardwalk with fenced backyard and large detached garage. This home features two large dens (rear den could easily b",2026-05-01T12:11:37.590076Z,2026-05-04T13:26:12+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8432731%2C-75.9817624&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=epFtdZI32unTqFbJbMbeNETNrws=,36.8432731,-75.9817624
redfin,2416 Arctic Ave,Virginia Beach,VA,23451,3.0,2.0,,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2416-Arctic-Ave-23451/home/49524324,"FULLY FURNISHED WINTER RENTAL AVAILABLE MARCH - MAY ONLY. Welcome to Fun in The Sun! This beautiful, single family beach home is located in the heart of the Virginia Beach Oceanfront. Just two blocks ",2026-04-02T11:34:08.452468Z,2026-05-04T13:26:12+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8524806%2C-75.9797107&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=TheLb0yPPs49wru2nt9JN5IZTxw=,36.8524806,-75.9797107
redfin,488 S Birdneck Rd,Virginia Beach,VA,23451,3.0,2.0,1664,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/488-S-Birdneck-Rd-23451/home/49532135,"GREAT 3 BEDROOM BIRDNECK RANCH! DRIVEWAY WITH EXTRA PARKING, FENCED IN BACKYARD. CONVENIENT TO BASES, BEACH, INTERSTATE AND RESTAURANTS.",2026-05-02T00:28:03.336721Z,2026-05-04T13:26:12+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8253972%2C-75.997738&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=NiW7dE97b7H5BcBqQQwjhMHKNsw=,36.8253972,-75.997738
redfin,423 Harbour Pt,Virginia Beach,VA,23451,2.0,2.0,1300,,,2700,,,single family,,https://www.redfin.com/VA/Virginia-Beach/423-Harbour-Pt-23451/home/201541814,"First floor condo in Harbour Point Condo on Rudee Inlet, just a short walk to the beach and easy access attractions. This 2 bed, 2 bath condo has an updated kitchen, new appliances, new flooring, reno",2026-04-23T12:26:16.552752Z,2026-05-04T13:26:12+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8295228%2C-75.9749888&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=PD1YuqA7RCzkHE4l5r-l0gfzE8Y=,36.8295228,-75.9749888
redfin,212 Paladin Dr,Virginia Beach,VA,23452,3.0,2.0,1456,,,2800,,,single family,,https://www.redfin.com/VA/Virginia-Beach/212-Paladin-Dr-23452/home/49466631,"Welcome to Virginia Beach! This FURNISHED home offers the perfect combination of style and convenience. Located 12 minutes from the beach, you can enjoy outdoor activities such as fishing, jet skis an",2026-04-21T16:43:48.437612Z,2026-05-04T13:26:14+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.833393%2C-76.093174&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=Vu-PxW1IheyK1cAtEhi4gI8xlDc=,36.833393,-76.093174
redfin,220 S Rosemont Rd,Virginia Beach,VA,23452,4.0,2.0,1350,,,2650,,,single family,,https://www.redfin.com/VA/Virginia-Beach/220-S-Rosemont-Rd-23452/home/49466550,"This fully renovated 4-bed, 2-bath ranch home has new waterproof laminate floors throughout main areas, carpeted bedrooms and a brand-new HVAC system for year-round comfort. The kitchen features stain",2026-04-30T01:15:02.963835Z,2026-05-04T13:26:14+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.832828%2C-76.0949047&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=FAXQASJ7xhU9Nf18pTnBvlIcxp0=,36.832828,-76.0949047
redfin,3564 Faraday Ln,Virginia Beach,VA,23452,4.0,2.5,1700,,,2600,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3564-Faraday-Ln-23452/home/49460558,"Welcome to this stunning 4 bedroom, 2.5 bathroom single-family home in Virginia Beach! Built in 2001, this spacious property features a fenced yard, garage, fireplace, and washer/dryer in unit. With a",2026-05-01T12:13:33.486294Z,2026-05-04T13:26:14+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8190511%2C-76.0970111&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=Md9KgF7tz86KcTR4fNV_RCX8ZE8=,36.8190511,-76.0970111
redfin,3736 Upland Rd,Virginia Beach,VA,23452,3.0,2.5,1879,,,2500,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3736-Upland-Rd-23452/home/49460097,"Hurry to see this beautiful, well kept home that shows with cleanliness and beautiful landscaping.  There is a formal living room and dining room, plus a family room with a fireplace.  The eat in kitc",2026-05-03T12:35:24.955608Z,2026-05-04T13:26:14+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8029582%2C-76.0965679&channel=seekers-search_map&size=574x430&format=jpg&scale=2&zoom=11&client=gme-redfin&signature=febHCM9c_KFvu_bVure_W6hDGOk=,36.8029582,-76.0965679
